movie_name,production_year,production_budget,domestic_box_office,international_box_office,Success_Failure_All,Success_Failure_Domestic,rating,creative_type,source,production_method,genre,sequel,running_time
16 Blocks,2006,45000000,36895141,28700000,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,105
A Good Year,2006,35000000,7459300,34604805,0,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,118
A Prairie Home Companion,2006,10000000,20342852,6373339,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,105
A Scanner Darkly,2006,20000000,5501616,1903468,0,0,R,Science Fiction,Based on Fiction Book/Short Story,Rotoscoping,Thriller/Suspense,0,100
An American Haunting,2006,14000000,16298046,14145231,1,0,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Horror,0,83
Apocalypto,2006,40000000,50866635,70165637,1,0,R,Historical Fiction,Original Screenplay,Live Action,Adventure,0,138
Arthur et les Minimoys,2006,80000000,15132763,98192980,0,0,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0,94
ATL,2006,17000000,21170563,0,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,107
Babel,2006,20000000,34302837,97818375,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,143
Bandidas,2006,35000000,0,19282590,0,0,PG-13,Historical Fiction,Original Screenplay,Live Action,Western,0,93
Banlieue 13,2006,15000000,1200216,10399687,0,0,R,Science Fiction,Original Screenplay,Live Action,Action,0,84
Basic Instinct 2,2006,70000000,5946136,29471026,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,1,114
Bee Movie,2006,150000000,126631277,160963300,0,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,90
Beerfest,2006,17500000,19185184,974132,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,110
Blood Diamond,2006,100000000,57377916,114000000,0,0,R,Historical Fiction,Original Screenplay,Live Action,Action,0,143
BloodRayne,2006,25000000,2405420,1200000,0,0,R,Fantasy,Based on Game,Live Action,Action,0,92
Bobby,2006,14000000,11242801,9355005,0,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,116
Casino Royale,2006,102000000,167365000,427055283,1,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,144
Charlotte's Web,2006,82500000,82985708,61000000,0,0,G,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,97
Children of Men,2006,76000000,35552383,34292628,0,0,R,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,109
Click,2006,82500000,137355633,100329456,1,0,PG-13,Fantasy,Original Screenplay,Live Action,Comedy,0,106
Crank,2006,12000000,27838408,16086515,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,88
Deck the Halls,2006,51000000,35093569,11722238,0,0,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,93
Doogal,2006,20000000,7578946,20479706,0,0,G,Kids Fiction,Based on TV,Digital Animation,Adventure,0,83
Dreamgirls,2006,75000000,103365956,52342739,1,0,PG-13,Historical Fiction,Based on Musical or Opera,Live Action,Musical,0,130
Eight Below,2006,40000000,81612565,38843429,1,1,PG,Contemporary Fiction,Remake,Live Action,Adventure,0,120
Employee of the Month,2006,10000000,28444855,9920000,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,108
Failure to Launch,2006,50000000,88715192,39687709,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,97
Firewall,2006,50000000,48751189,34000000,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,105
Flags of Our Fathers,2006,53000000,33602376,30055565,0,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,132
Flicka,2006,15000000,21000147,896220,0,0,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,95
Flushed Away,2006,149000000,64665672,114691454,0,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,85
Flyboys,2006,60000000,13090630,1725749,0,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,139
Gridiron Gang,2006,30000000,38432823,3025011,0,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,126
Happily N'Ever After,2006,47000000,15849032,22074786,0,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,87
Happy Feet,2006,85000000,198000317,187000000,1,1,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,108
Hoot,2006,15000000,8117637,107361,0,0,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,91
Ice Age: The Meltdown,2006,75000000,195330621,456568661,1,1,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,91
Inside Man,2006,50000000,88634237,97164028,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,128
Invincible,2006,40000000,57806952,694175,0,0,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0,104
Lady in the Water,2006,75000000,42285169,30500000,0,0,PG-13,Fantasy,Original Screenplay,Live Action,Drama,0,110
Last Holiday,2006,45000000,38399961,4943286,0,0,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0,112
Letters from Iwo Jima,2006,13000000,13756082,54111916,1,0,R,Historical Fiction,Based on Real Life Events,Live Action,Drama,0,101
Lucky Number Slevin,2006,27000000,22495466,33000000,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,110
Miami Vice,2006,135000000,63478838,100339718,0,0,R,Contemporary Fiction,Based on TV,Live Action,Action,0,132
Miss Potter,2006,30000000,3005605,32885652,0,0,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0,92
Mission: Impossible III,2006,150000000,133501348,264000000,1,0,PG-13,Contemporary Fiction,Based on TV,Live Action,Action,1,126
Monster House,2006,75000000,73661010,67606360,0,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,91
Nacho Libre,2006,32000000,80197993,19098469,1,1,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,90
Nanny McPhee,2006,25000000,47279279,81466299,1,0,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,99
Night at the Museum,2006,110000000,250863268,328583139,1,1,PG,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,108
Notes on a Scandal,2006,27500000,17510118,33068293,0,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,92
One Night with the King,2006,20000000,13395961,329071,0,0,PG,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,123
Open Season,2006,85000000,85105259,106826899,1,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,86
Renaissance,2006,18000000,70644,2330769,0,0,R,Science Fiction,Original Screenplay,Digital Animation,Action,0,105
School for Scoundrels,2006,20000000,17807569,0,0,0,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0,101
She's the Man,2006,25000000,33889159,21390449,1,0,PG-13,Contemporary Fiction,Based on Play,Live Action,Romantic Comedy,0,105
Slither,2006,15250000,7802450,5127893,0,0,R,Science Fiction,Original Screenplay,Live Action,Horror,0,96
Snakes on a Plane,2006,33000000,34020814,28000000,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,106
Step Up,2006,12000000,65328121,45661036,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,103
Stranger Than Fiction,2006,30000000,40435190,13137632,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,105
Superman Returns,2006,232000000,200120000,173965065,0,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure,0,150
Talladega Nights: The Ballad of Ricky Bobby,2006,73000000,148213377,14657148,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,104
The Ant Bully,2006,45000000,28142535,21468363,0,0,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,89
The Black Dahlia,2006,60000000,22672813,26565712,0,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,121
The Break-Up,2006,52000000,118703275,87024032,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,106
The Covenant,2006,20000000,23364784,14800000,0,0,PG-13,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Thriller/Suspense,0,97
The Da Vinci Code,2006,125000000,217536138,550284321,1,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,152
The Departed,2006,90000000,132384315,157276304,1,0,R,Contemporary Fiction,Remake,Live Action,Drama,0,151
The Devil Wears Prada,2006,35000000,124740460,201332695,1,1,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,109
The Fast and the Furious: Tokyo Drift,2006,85000000,62615510,95178695,0,0,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Action,1,104
The Fountain,2006,35000000,10144010,5317628,0,0,PG-13,Science Fiction,Original Screenplay,Live Action,Drama,0,96
The Good German,2006,32000000,1308696,5369337,0,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,105
The Guardian,2006,70000000,55011732,39961808,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,139
The Holiday,2006,85000000,63280000,141910324,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,135
The Illusionist,2006,16500000,39868642,43923420,1,1,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,110
The Lake House,2006,40000000,52330111,62500000,1,0,PG,Fantasy,Remake,Live Action,Drama,0,99
The Pink Panther,2006,80000000,82226474,76700000,0,0,PG,Historical Fiction,0,Live Action,Adventure,1,93
The Prestige,2006,40000000,53089891,51317475,1,0,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,130
The Pursuit of Happyness,2006,55000000,162586036,144739597,1,1,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,117
The Shaggy Dog,2006,60000000,61123569,26000000,0,0,PG,Fantasy,Remake,Live Action,Comedy,0,98
The Wild,2006,80000000,37384046,61626621,0,0,G,Contemporary Fiction,Original Screenplay,Digital Animation,Adventure,0,82
Unaccompanied Minors,2006,25000000,16655224,5315607,0,0,PG,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0,87
United 93,2006,18000000,31567134,46067901,1,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,111
World Trade Center,2006,65000000,70278893,93016761,1,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,129
X-Men: The Last Stand,2006,210000000,234362462,224898484,1,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,104
"You, Me and Dupree",2006,54000000,75802010,54600000,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,109
1408,2007,22500000,71985628,59277742,1,1,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Horror,0,104
28 Weeks Later,2007,15000000,28638916,35593798,1,0,R,Science Fiction,Original Screenplay,Live Action,Horror,1,100
3:10 to Yuma,2007,48000000,53606916,17564909,0,0,R,Historical Fiction,Remake,Live Action,Western,0,122
30 Days of Night,2007,30000000,39568996,40707160,1,0,R,Fantasy,Based on Comic/Graphic Novel,Live Action,Horror,0,113
300,2007,60000000,210614939,243546996,1,1,R,Historical Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Action,0,115
A Mighty Heart,2007,15000000,9176787,9976781,0,0,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,108
Across the Universe,2007,45000000,24343673,5023470,0,0,PG-13,Historical Fiction,Original Screenplay,Live Action,Musical,0,133
Alatriste,2007,28000000,0,22860477,0,0,0,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,145
Alvin and the Chipmunks,2007,55000000,217326974,145278059,1,1,PG,Kids Fiction,Based on TV,Animation/Live Action,Adventure,0,91
American Gangster,2007,100000000,130164645,137820811,1,0,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,157
Atonement,2007,30000000,50980159,78799569,1,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,123
August Rush,2007,25000000,31664162,34351707,1,0,PG,Fantasy,Based on Real Life Events,Live Action,Drama,0,114
Because I Said So,2007,39000000,42674040,26864793,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,102
Becoming Jane,2007,16500000,18663911,20716965,1,0,PG,Dramatization,Based on Real Life Events,Live Action,Romantic Comedy,0,120
Beowulf,2007,150000000,82195215,112800000,0,0,PG-13,Fantasy,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,115
Black Snake Moan,2007,15000000,9396870,1554283,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,118
Blades of Glory,2007,61000000,118594548,27000000,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,93
Blood and Chocolate,2007,15000000,3526588,3024722,0,0,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Horror,0,98
Bridge to Terabithia,2007,25000000,82234139,55750649,1,1,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,94
Charlie Wilson's War,2007,75000000,66661095,52851676,0,0,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,97
Code Name: The Cleaner,2007,20000000,8135024,0,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,91
Dead Silence,2007,20000000,16574590,4040071,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,90
Death at a Funeral,2007,20000000,8580428,38210000,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,91
Death Sentence,2007,20000000,9534258,7373573,0,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,105
Disturbia,2007,20000000,80818974,37718653,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,97
Eastern Promises,2007,50000000,17181265,38895823,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,100
Elizabeth: The Golden Age,2007,55000000,16285240,58585626,0,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,1,110
Enchanted,2007,85000000,127706877,212677264,1,0,PG,Fantasy,Original Screenplay,Animation/Live Action,Romantic Comedy,0,108
Epic Movie,2007,20000000,39739367,47119211,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,86
Evan Almighty,2007,175000000,100289690,73841639,0,0,PG,Fantasy,Original Screenplay,Live Action,Comedy,1,96
Evening,2007,30000000,12406646,478928,0,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,117
Freedom Writers,2007,21000000,36605602,7027007,1,0,PG-13,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,122
Georgia Rule,2007,20000000,18882880,1936721,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,113
Ghost Rider,2007,120000000,115802596,113742993,0,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,110
Good Luck Chuck,2007,25000000,35017297,24166524,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,95
Grindhouse,2007,53000000,25031037,25156752,0,0,R,Fantasy,Original Screenplay,Live Action,Horror,0,191
Hairspray,2007,75000000,118871849,84163723,1,0,PG,Historical Fiction,Remake,Live Action,Musical,0,115
Halloween,2007,15000000,58269151,19245250,1,1,R,Fantasy,Original Screenplay,Live Action,Horror,1,109
Hannibal Rising,2007,50000000,27669725,52913586,0,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,117
Harry Potter and the Order of the Phoenix,2007,150000000,292004738,650939197,1,0,PG-13,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1,138
Hitman,2007,17500000,39687694,59447877,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,95
Hot Fuzz,2007,16000000,23618786,58123832,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,121
Hot Rod,2007,25000000,13938332,396069,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,88
I Think I Love My Wife,2007,14000000,12559771,645640,0,0,R,Contemporary Fiction,Remake,Live Action,Romantic Comedy,0,94
In the Land of Women,2007,10500000,11052958,3087444,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,97
In the Valley of Elah,2007,23000000,6777741,17711409,0,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,121
Into the Wild,2007,20000000,18354356,38468604,1,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,149
Knocked Up,2007,27500000,148761765,70504187,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,132
Lars and the Real Girl,2007,12500000,5956480,5320639,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,106
License to Wed,2007,35000000,43799818,26387270,1,0,PG,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,91
Lions for Lambs,2007,35000000,14998070,48213018,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,88
Live Free or Die Hard,2007,110000000,134529403,247758744,1,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,129
Love in the Time of Cholera,2007,45000000,4617608,26459810,0,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,133
Lucky You,2007,55000000,5755286,766543,0,0,PG-13,Historical Fiction,Original Screenplay,Live Action,Drama,0,124
Martian Child,2007,27000000,7500310,1851779,0,0,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,108
Michael Clayton,2007,21500000,49033882,43953769,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,120
Music and Lyrics,2007,40000000,50572589,95624296,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,104
Nancy Drew,2007,20000000,25584685,5119160,0,0,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,97
No Country for Old Men,2007,25000000,74273505,89777745,1,1,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,122
No Reservations,2007,28000000,43107979,48835977,1,0,PG,Contemporary Fiction,Remake,Live Action,Romantic Comedy,0,101
Ocean's Thirteen,2007,85000000,117144465,194600000,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Adventure,1,122
P.S. I Love You,2007,30000000,53695808,102073870,1,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0,126
"Paris, je t'aime",2007,13000000,4857374,317714,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,120
Premonition,2007,20000000,47852604,33608739,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,97
Ratatouille,2007,150000000,206445654,420104041,1,0,G,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,110
Reign Over Me,2007,20000000,19661987,420000,0,0,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,124
Rendition,2007,27500000,9736045,17203880,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,122
Reno 911!: Miami,2007,10000000,20342161,1509201,1,1,R,Contemporary Fiction,Based on TV,Live Action,Comedy,0,80
Rescue Dawn,2007,10000000,5490423,1547463,0,0,PG-13,Historical Fiction,Based on Real Life Events,Live Action,Action,0,126
Resident Evil: Extinction,2007,45000000,50648679,95514241,1,0,R,Science Fiction,Based on Game,Live Action,Action,1,95
Resurrecting the Champ,2007,13000000,3172382,88173,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,111
Rush Hour 3,2007,180000000,140125968,116459914,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,1,91
Saw IV,2007,10000000,63300095,72459599,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,95
September Dawn,2007,10100000,1066555,0,0,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,110
Shooter,2007,60000000,47003582,48534978,0,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,126
Shrek the Third,2007,160000000,322719944,484610992,1,1,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,1,92
Slow Burn,2007,15500000,1237615,0,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,93
Smokin' Aces,2007,17000000,35662731,21600709,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,107
Spider-Man 3,2007,258000000,336530303,558329927,1,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure,1,139
Stardust,2007,70000000,38634938,98387307,0,0,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,128
Stomp the Yard,2007,14000000,61356221,14169497,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,116
Sunshine,2007,40000000,3688560,28342050,0,0,R,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,107
Superbad,2007,17500000,121463226,48491916,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,112
Surf's Up,2007,100000000,58867694,86528051,0,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,85
Sydney White,2007,16500000,11892415,1743924,0,0,PG-13,Contemporary Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Comedy,0,108
The Assassination of Jesse James by the Coward Robert Ford,2007,30000000,3909149,11404482,0,0,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Western,0,160
The Astronaut Farmer,2007,13000000,11003643,137570,0,0,PG,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,104
The Bourne Ultimatum,2007,130000000,227471070,214690492,1,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,113
The Bucket List,2007,45000000,93466502,81340943,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,97
The Game Plan,2007,22000000,90648202,55942785,1,1,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,110
The Golden Compass,2007,205000000,70107728,297154830,0,0,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,113
The Great Debaters,2007,15000000,30226144,35149,1,1,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,123
The Hills Have Eyes II,2007,15000000,20804166,16662372,1,0,R,Fantasy,Remake,Live Action,Horror,1,89
The Hoax,2007,25000000,7164995,0,0,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,116
The Invasion,2007,80000000,15074191,25072851,0,0,PG-13,Science Fiction,Remake,Live Action,Thriller/Suspense,0,99
The Kingdom,2007,72500000,47467250,39042352,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,111
The Kite Runner,2007,20000000,15800078,58380667,1,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,125
The Last Legion,2007,67000000,5932060,19425711,0,0,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,110
The Messengers,2007,16000000,35374833,18400000,1,1,PG-13,Fantasy,Original Screenplay,Live Action,Horror,0,90
The Mist,2007,13000000,25593755,31595653,1,0,R,Science Fiction,Based on Fiction Book/Short Story,Live Action,Horror,0,126
The Number 23,2007,32000000,35193167,42400000,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,95
The Reaping,2007,40000000,25126214,37100000,0,0,R,Fantasy,Original Screenplay,Live Action,Horror,0,96
The Simpsons Movie,2007,72500000,183135014,343936008,1,1,PG-13,Contemporary Fiction,Based on TV,Digital Animation,Adventure,0,86
There Will Be Blood,2007,25000000,40222514,36986197,1,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,158
Things We Lost in the Fire,2007,16000000,3287315,4832833,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,119
This Christmas,2007,13000000,49121934,611611,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,118
TMNT,2007,35000000,54149098,41946920,1,0,PG,Science Fiction,Based on Comic/Graphic Novel,Digital Animation,Action,0,86
Transformers,2007,151000000,319246193,389026399,1,1,PG-13,Science Fiction,Based on TV,Animation/Live Action,Action,0,142
Walk Hard: The Dewey Cox Story,2007,35000000,18317151,2288902,0,0,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0,96
War,2007,25000000,22486409,18200000,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,103
We Own the Night,2007,28000000,28563179,26744678,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,118
Why Did I Get Married?,2007,15000000,55204525,729653,1,1,PG-13,Contemporary Fiction,Based on Play,Live Action,Romantic Comedy,0,118
Wild Hogs,2007,60000000,168213584,85341799,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,99
Zodiac,2007,85000000,33080084,50000000,0,0,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,158
Zwartboek,2007,22000000,4398532,22839822,0,0,R,Historical Fiction,Based on Real Life Events,Live Action,Thriller/Suspense,0,145
21,2008,35000000,81159365,78687064,1,1,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,122
27 Dresses,2008,30000000,76808654,83439151,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,111
88 Minutes,2008,30000000,16930884,16024515,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,111
An American Carol,2008,20000000,7013191,8992,0,0,PG-13,Fantasy,Original Screenplay,Live Action,Comedy,0,83
Appaloosa,2008,20000000,20211394,7700059,0,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Western,0,114
Australia,2008,130000000,49554002,165526808,0,0,PG-13,Historical Fiction,Original Screenplay,Live Action,Drama,0,165
Baby Mama,2008,30000000,60494212,3676235,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,99
Babylon A.D.,2008,45000000,22532572,47683925,0,0,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,100
Bangkok Dangerous,2008,45000000,15298133,31300000,0,0,R,Contemporary Fiction,Remake,Live Action,Action,0,100
Bathory,2008,15000000,0,3436763,0,0,R,Historical Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Drama,0,141
Be Kind Rewind,2008,20000000,11175164,19719083,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,98
Bedtime Stories,2008,80000000,110101975,111366960,1,0,PG,Fantasy,Original Screenplay,Live Action,Adventure,0,99
Beverly Hills Chihuahua,2008,20000000,94514402,59703766,1,1,PG,Fantasy,Original Screenplay,Live Action,Adventure,0,91
Blindness,2008,25000000,3073392,16979566,0,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,121
Body of Lies,2008,67500000,39394666,79161864,0,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,128
Bolt,2008,150000000,114053579,213961450,1,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,96
Burn After Reading,2008,37000000,60355347,107812451,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Black Comedy,0,97
Ca$h,2008,13700000,0,11738256,0,0,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,100
