movie_name,production_year,production_budget,domestic_box_office,international_box_office,Success_Failure_All,Success_Failure_Domestic,rating,creative_type,source,production_method,genre,sequel,running_time
Post Grad,2009,15000000,6380019,181224,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,88
Public Enemies,2009,102500000,97104620,115178089,1,0,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,140
Push,2009,38000000,31811527,12600000,0,0,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,111
Race to Witch Mountain,2009,50000000,67172594,37931189,1,0,PG,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,98
Red Tails,2009,58000000,49876377,489121,0,0,PG-13,Historical Fiction,Based on Real Life Events,Live Action,Action,0,120
Saw VI,2009,11000000,27693292,42059110,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,92
Sherlock Holmes,2009,90000000,209028679,289409533,1,1,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,133
Shorts,2009,20000000,20919166,8951635,0,0,PG,Kids Fiction,Original Screenplay,Live Action,Adventure,0,89
Shutter Island,2009,80000000,128012934,171448848,1,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,138
Solitary Man,2009,12500000,4360548,0,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,90
Sorority Row,2009,12500000,11965282,14770515,1,0,R,Contemporary Fiction,Remake,Live Action,Horror,0,101
Splice,2009,30000000,17010170,9847289,0,0,R,Science Fiction,Original Screenplay,Animation/Live Action,Horror,0,104
Star Trek,2009,140000000,257730019,127950427,1,0,PG-13,Science Fiction,Based on TV,Live Action,Adventure,1,125
State of Play,2009,60000000,37017955,51814255,0,0,PG-13,Contemporary Fiction,Based on TV,Live Action,Thriller/Suspense,0,127
Street Fighter: The Legend of Chun-Li,2009,50000000,8695722,3200000,0,0,PG-13,Contemporary Fiction,Based on Game,Live Action,Action,0,96
Surrogates,2009,80000000,38577772,81090578,0,0,PG-13,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,89
Taken,2009,25000000,145000989,81940596,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,91
Takers,2009,32000000,57744720,12842548,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,107
Taking Woodstock,2009,29000000,7460204,2606162,0,0,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,121
Terminator Salvation,2009,200000000,125322469,240169323,0,0,PG-13,Science Fiction,Original Screenplay,Live Action,Action,1,116
The Blind Side,2009,35000000,255959475,49746319,1,1,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,128
The Boat That Rocked,2009,50000000,8017467,29455184,0,0,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0,130
The Box,2009,25000000,15051977,11289919,0,0,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,115
The Brothers Bloom,2009,20000000,3531756,2000000,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Black Comedy,0,114
The Final Destination,2009,40000000,66477700,120906927,1,0,R,Fantasy,Original Screenplay,Live Action,Horror,1,81
The Fourth Kind,2009,10000000,26218170,23268704,1,1,PG-13,Historical Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,105
The Good Guy,2009,10000000,100688,5778,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,90
"The Goods: Live Hard, Sell Hard",2009,10000000,15122676,174642,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,89
The Hangover,2009,35000000,277322503,188441583,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,100
The Hurt Locker,2009,15000000,17017811,32876412,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,130
The Imaginarium of Doctor Parnassus,2009,30000000,7689607,56663000,1,0,PG-13,Fantasy,Original Screenplay,Live Action,Adventure,0,122
The Informant!,2009,22000000,33316821,8454347,0,0,R,Contemporary Fiction,Based on Factual Book/Article,Live Action,Thriller/Suspense,0,108
The International,2009,50000000,25450527,28400000,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,118
The Invention of Lying,2009,18500000,18451251,14228013,0,0,PG-13,Fantasy,Original Screenplay,Live Action,Comedy,0,100
The Joneses,2009,10000000,1475746,2065819,0,0,R,0,0,0,0,0,96
The Karate Kid,2009,40000000,176591618,175183320,1,1,PG,Contemporary Fiction,Remake,Live Action,Adventure,0,140
The Last House on the Left,2009,15000000,32752215,13774028,1,1,R,Contemporary Fiction,Remake,Live Action,Horror,0,110
The Last Song,2009,20000000,62950384,29728564,1,1,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,107
The Lovely Bones,2009,95000000,44114232,50780216,0,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,135
The Men Who Stare at Goats,2009,24000000,32428195,34920023,1,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Black Comedy,0,94
The Perfect Game,2009,12500000,1089445,2841922,0,0,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0,118
The Princess and the Frog,2009,105000000,104400899,166596479,1,0,G,Kids Fiction,Based on Fiction Book/Short Story,Hand Animation,Adventure,0,97
The Proposal,2009,40000000,163958031,150751686,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,107
The Road,2009,25000000,8114270,21092462,0,0,R,Science Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,111
The Soloist,2009,60000000,31720158,6668866,0,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,117
The Spy Next Door,2009,28000000,24307106,22445752,0,0,PG,Kids Fiction,Original Screenplay,Live Action,Adventure,0,94
The Time Traveler's Wife,2009,39000000,63414846,38917289,1,0,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,107
The Twilight Saga: New Moon,2009,50000000,296623634,390934093,1,1,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,1,130
The Ugly Truth,2009,38000000,88915214,116383693,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,95
The Unborn,2009,16000000,42670410,35538402,1,1,PG-13,Fantasy,Original Screenplay,Live Action,Horror,0,87
Transformers: Revenge of the Fallen,2009,210000000,402111870,434407829,1,0,PG-13,Science Fiction,Based on TV,Animation/Live Action,Action,1,149
Two Lovers,2009,12000000,3149034,13200000,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,109
Up,2009,175000000,293004164,438459213,1,0,PG,Fantasy,Original Screenplay,Digital Animation,Adventure,0,89
Up in the Air,2009,30000000,83823381,83019358,1,1,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,109
Valentine's Day,2009,52000000,110485654,107083674,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,124
Watchmen,2009,138000000,107509799,76558558,0,0,R,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,161
Whatever Works,2009,15000000,5306706,29800000,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,92
Where the Wild Things Are,2009,100000000,77233467,21890189,0,0,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,100
Whip It,2009,15000000,13043363,5812788,0,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,111
Whiteout,2009,35000000,10275638,1979108,0,0,R,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Thriller/Suspense,0,101
Why Did I Get Married Too?,2009,20000000,60095852,735215,1,1,PG-13,Contemporary Fiction,Based on Play,Live Action,Drama,1,121
X-Men Origins: Wolverine,2009,150000000,179883157,194942603,1,0,PG-13,Super Hero,Spin-Off,Live Action,Action,0,107
Year One,2009,60000000,43337279,14267444,0,0,PG-13,Historical Fiction,Original Screenplay,Live Action,Comedy,0,97
Zombieland,2009,23600000,75590286,26646310,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,87
127 Hours,2010,18000000,18335230,41881941,1,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,93
A Better Life,2010,10000000,1759252,124999,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,98
A Little Bit of Heaven,2010,12500000,10011,1090276,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,108
A Nightmare on Elm Street,2010,35000000,63075011,54654610,1,0,R,Fantasy,Remake,Live Action,Horror,0,94
Abduction,2010,35000000,28087155,58561204,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,106
Alice in Wonderland,2010,200000000,334191110,691300000,1,0,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0,108
All Good Things,2010,20000000,582024,291593,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,101
Arthur,2010,40000000,33035397,14752546,0,0,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0,110
August: Osage County,2010,25000000,37738810,13000000,1,0,R,Contemporary Fiction,Based on Play,Live Action,Black Comedy,0,119
Battle: Los Angeles,2010,70000000,83552429,129911547,1,0,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0,116
"Big Mommas: Like Father, Like Son",2010,32000000,37915414,44417036,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,107
Biutiful,2010,35000000,5101237,19586287,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,138
Black Swan,2010,13000000,106954678,224312032,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,108
Blood Done Sign My Name,2010,10000000,109383,0,0,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,128
Brighton Rock,2010,11000000,229653,0,0,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,111
Bucky Larson: Born to Be a Star,2010,10000000,2529395,0,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,96
Burlesque,2010,55000000,39440655,51112020,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,116
Carlos,2010,18000000,145526,11476,0,0,Not Rated,Dramatization,Based on Real Life Events,Live Action,Drama,0,123
Case 39,2010,27000000,13261851,15511976,0,0,R,Fantasy,Original Screenplay,Live Action,Horror,0,109
Casino Jack,2010,12500000,2039869,232317,0,0,R,Historical Fiction,Based on Real Life Events,Live Action,Thriller/Suspense,0,108
Cedar Rapids,2010,10000000,6861102,1001029,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,87
Centurion,2010,15000000,123570,7761478,0,0,R,Historical Fiction,Original Screenplay,Live Action,Action,0,97
Charlie St. Cloud,2010,44000000,31206263,17271821,0,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,100
Chloe,2010,13000000,3075255,8755876,0,0,R,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,0,96
Clash of the Titans,2010,125000000,163214888,330000000,1,0,PG-13,Fantasy,Remake,Live Action,Action,0,106
Conan the Barbarian,2010,90000000,21295021,42061112,0,0,R,Fantasy,Based on Fiction Book/Short Story,Live Action,Action,0,112
Conviction,2010,12500000,6797696,5029284,0,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,96
Cop Out,2010,37000000,44875481,11034429,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,107
Coriolanus,2010,10000000,749641,300000,0,0,R,Historical Fiction,Based on Play,Live Action,Drama,0,122
Country Strong,2010,15000000,20218921,383066,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,120
Darling Companion,2010,12000000,793352,406994,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,103
Date Night,2010,55000000,98711404,53557629,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,88
Daybreakers,2010,20000000,30101577,21343926,1,0,R,Science Fiction,Original Screenplay,Live Action,Horror,0,98
Dear John,2010,25000000,80014842,62018667,1,1,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,107
Despicable Me,2010,69000000,251513985,291981048,1,1,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,95
Devil,2010,10000000,33679655,29674459,1,1,PG-13,Fantasy,Original Screenplay,Live Action,Horror,0,80
Diary of a Wimpy Kid,2010,15000000,64003625,12950686,1,1,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,92
Diary of a Wimpy Kid: Rodrick Rules,2010,18000000,52698535,20996659,1,1,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,1,99
Dinner for Schmucks,2010,69000000,73026337,13770165,0,0,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0,114
Don't Be Afraid of the Dark,2010,25000000,24046682,15079745,0,0,R,Contemporary Fiction,Remake,Live Action,Horror,0,100
Dream House,2010,50000000,21302340,20339826,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,92
Drive Angry,2010,50000000,10721033,30321550,0,0,R,Fantasy,Original Screenplay,Live Action,Action,0,104
Due Date,2010,65000000,100539043,111200000,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,95
Dylan Dog: Dead of Night,2010,20000000,1186538,4907187,0,0,PG-13,Fantasy,Based on Comic/Graphic Novel,Live Action,Horror,0,107
Eat Pray Love,2010,60000000,80574010,126024779,1,0,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Drama,0,134
Edge of Darkness,2010,60000000,43313890,39498566,0,0,R,Contemporary Fiction,Based on TV,Live Action,Drama,0,120
Elle s'appelait Sarah,2010,14500000,7691700,17788331,0,0,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,106
Enter the Void,2010,16000000,337997,1129281,0,0,Not Rated,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,106
Flipped,2010,14000000,1755212,2534781,0,0,PG,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0,90
Footloose,2010,24000000,51802742,11187092,1,1,PG-13,Contemporary Fiction,Remake,Live Action,Musical,0,113
For Colored Girls,2010,21000000,37729698,288175,0,0,R,Contemporary Fiction,Based on Play,Live Action,Drama,0,134
Fright Night,2010,30000000,18298649,22222000,0,0,R,Contemporary Fiction,Remake,Live Action,Horror,0,101
Furry Vengeance,2010,35000000,17630465,21709712,0,0,PG,Kids Fiction,Original Screenplay,Live Action,Adventure,0,91
Get Him to the Greek,2010,40000000,61153526,30302349,1,0,R,Contemporary Fiction,Spin-Off,Live Action,Comedy,0,108
Ghost Rider: Spirit of Vengeance,2010,57000000,51774002,97443353,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,1,95
Going the Distance,2010,32000000,17804299,25799691,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,109
Green Zone,2010,100000000,35497337,62025683,0,0,R,Historical Fiction,Based on Factual Book/Article,Live Action,Drama,0,114
Grown Ups,2010,75000000,162001186,110222244,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,102
Gulliver's Travels,2010,112000000,42779261,189238587,1,0,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0,87
Hall Pass,2010,68000000,45060734,42112741,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,106
Hanna,2010,30000000,40259119,25084575,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,111
Hereafter,2010,50000000,32746941,72500000,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,129
Hop,2010,63000000,108085305,80572288,1,0,PG,Kids Fiction,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Adventure,0,95
Horrible Bosses,2010,35000000,117538559,94879042,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,98
Housefull,2010,10100000,1183658,17542642,0,0,Not Rated,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,135
How to Train Your Dragon,2010,165000000,217581231,277289760,1,0,PG,Fantasy,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,91
Inception,2010,160000000,292576195,539825887,1,0,PG-13,Science Fiction,Original Screenplay,Animation/Live Action,Thriller/Suspense,0,147
Iron Man 2,2010,170000000,312433331,308723058,1,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure,1,125
Jackass 3D,2010,20000000,117229692,54456101,1,1,R,Factual,Based on TV,Live Action,Comedy,1,93
"Jeff, Who Lives at Home",2010,10000000,4269426,438701,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,83
Jonah Hex,2010,47000000,10547117,475579,0,0,PG-13,Historical Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,81
Justin Bieber: Never Say Never,2010,13000000,73013910,26020215,1,1,G,Factual,Based on Real Life Events,Live Action,Concert/Performance,0,105
Kick-Ass,2010,28000000,48071303,49459831,1,0,R,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Black Comedy,0,117
Kill the Irishman,2010,12000000,1188194,0,0,0,R,Historical Fiction,Based on Factual Book/Article,Live Action,Drama,0,106
Knight and Day,2010,117000000,76423035,182328335,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,109
Konferenz der Tiere,2010,30000000,0,53048539,0,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,93
Larry Crowne,2010,30000000,35608245,25840890,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,98
Legend of the Guardians: The Owls of Ga'Hoole,2010,100000000,55675313,84041404,0,0,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,90
Legion,2010,26000000,40168080,27479494,1,0,R,Fantasy,Original Screenplay,Live Action,Thriller/Suspense,0,104
Let Me In,2010,20000000,12134935,16135464,0,0,R,Fantasy,Remake,Live Action,Thriller/Suspense,0,115
Letters to Juliet,2010,30000000,53032453,29116085,1,0,PG,Contemporary Fiction,Based on Factual Book/Article,Live Action,Drama,0,105
L'illusionniste,2010,17000000,2231474,6378475,0,0,PG,Historical Fiction,Original Screenplay,Hand Animation,Adventure,0,80
Limitless,2010,27000000,79249455,76315464,1,1,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,105
Little Fockers,2010,100000000,148438600,162211974,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,98
Lottery Ticket,2010,17000000,24719879,0,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,95
MacGruber,2010,10000000,8525600,104295,0,0,R,0,Based on TV,Live Action,Comedy,0,90
Machete,2010,12500000,26593646,19777324,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,105
Machine Gun Preacher,2010,30000000,538690,3183298,0,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,123
Mars Needs Moms,2010,150000000,21392758,18157000,0,0,PG,Science Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,88
Megamind,2010,130000000,148415853,173471355,1,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,95
Midnight in Paris,2010,30000000,56816662,105999737,1,0,PG-13,Fantasy,Original Screenplay,Live Action,Romantic Comedy,0,94
Moneyball,2010,50000000,75605492,35695343,1,0,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,133
Monte Carlo,2010,20000000,23186769,16500000,0,0,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0,109
Morning Glory,2010,40000000,31011732,28783338,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,110
My Soul to Take,2010,25000000,14744435,1983035,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,107
Nanny McPhee and the Big Bang,2010,35000000,29197642,68602223,1,0,PG,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,1,109
Never Let Me Go,2010,15000000,2434652,8739066,0,0,R,Science Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,120
No Strings Attached,2010,25000000,70662220,78565858,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,106
Oceans,2010,80000000,19422319,67365211,0,0,G,Factual,Based on Real Life Events,Live Action,Documentary,0,84
On the Road,2010,25000000,720828,8592474,0,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,125
Our Family Wedding,2010,14000000,20255281,1155265,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,103
Paul,2010,40000000,37412945,63749161,1,0,R,Science Fiction,Original Screenplay,Live Action,Comedy,0,105
Percy Jackson & the Olympians: The Lightning Thief,2010,95000000,88768303,134282571,1,0,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,119
Piranha 3D,2010,24000000,25003155,58657005,1,0,R,Science Fiction,Remake,Live Action,Horror,0,88
Predators,2010,40000000,52000688,75233701,1,0,R,Science Fiction,Original Screenplay,Live Action,Action,1,107
Priest,2010,60000000,29136626,55017400,0,0,PG-13,Fantasy,Based on Comic/Graphic Novel,Live Action,Horror,0,87
Ramona and Beezus,2010,15000000,26167002,1302619,0,0,G,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,103
Real Steel,2010,110000000,85463309,178417032,1,0,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,126
Red,2010,60000000,90380162,106059531,1,0,PG-13,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,110
Red Dawn,2010,65000000,44806783,3357367,0,0,PG-13,Contemporary Fiction,Remake,Live Action,Action,0,93
Red Riding Hood,2010,42000000,37662162,54016280,1,0,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Thriller/Suspense,0,120
Remember Me,2010,16000000,19068240,37437880,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,113
Repo Men,2010,32000000,13942007,4253231,0,0,R,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,111
Resident Evil: Afterlife,2010,57500000,60128566,235745624,1,0,R,Science Fiction,Based on Game,Live Action,Horror,1,97
Robin Hood,2010,210000000,105269730,216971858,0,0,PG-13,Historical Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Action,0,139
Salt,2010,130000000,118311368,172339126,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,100
Sanctum,2010,30000000,23209310,81074443,1,0,R,Dramatization,Based on Real Life Events,Live Action,Adventure,0,109
Saw 3D,2010,17000000,45710178,88025106,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,91
Scream 4,2010,40000000,38180928,57808662,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,110
Season of the Witch,2010,40000000,24827228,66299372,1,0,PG-13,Fantasy,Original Screenplay,Live Action,Thriller/Suspense,0,98
Secretariat,2010,35000000,59699513,676734,0,0,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0,123
Sex and the City 2,2010,95000000,95347692,199333086,1,0,R,Contemporary Fiction,Based on TV,Live Action,Comedy,1,146
Shanghai,2010,50000000,46425,15459497,0,0,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,104
She's Out of My League,2010,20000000,32010860,16670117,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,105
Shrek Forever After,2010,165000000,238736787,517507886,1,0,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,1,93
Skyline,2010,10000000,21416355,57277016,1,1,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,94
Something Borrowed,2010,35000000,39046489,26037627,0,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0,103
Soul Surfer,2010,18000000,43853424,3305228,1,1,PG,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,106
Source Code,2010,32000000,54712227,85716272,1,0,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,93
Step Up 3D,2010,30000000,42400223,123488894,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,1,97
Stone,2010,22000000,1810078,2254942,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,105
Straw Dogs,2010,25000000,10324441,929380,0,0,R,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,0,110
Super 8,2010,50000000,127004179,130968566,1,1,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,112
Take Me Home Tonight,2010,19000000,6928068,648536,0,0,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0,114
Tangled,2010,260000000,200821936,385655304,1,0,PG,Kids Fiction,Based on Folk Tale/Legend/Fairytale,Digital Animation,Adventure,0,101
The Adjustment Bureau,2010,50200000,62495645,64435680,1,0,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,105
The American,2010,20000000,35606376,32344347,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,103
The A-Team,2010,110000000,77222099,100019072,0,0,PG-13,Contemporary Fiction,Based on TV,Live Action,Action,0,118
The Beaver,2010,21000000,970816,4075222,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,91
The Big Year,2010,41000000,7204138,480386,0,0,PG,Contemporary Fiction,Based on Factual Book/Article,Live Action,Comedy,0,100
The Book of Eli,2010,80000000,94835059,63915758,0,0,R,Science Fiction,Original Screenplay,Live Action,Action,0,118
The Bounty Hunter,2010,45000000,67061228,68747609,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,111
The Cabin in the Woods,2010,30000000,42073277,28669671,1,0,R,Fantasy,Original Screenplay,Live Action,Thriller/Suspense,0,95
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,155000000,104386950,313800000,1,0,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1,115
The Conspirator,2010,25000000,11538204,4369207,0,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,122
The Crazies,2010,19000000,39123589,17321945,1,1,R,Contemporary Fiction,Remake,Live Action,Horror,0,101
The Darkest Hour,2010,34800000,21443494,41388221,0,0,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0,89
The Debt,2010,20000000,31177548,15426506,1,0,R,Historical Fiction,Remake,Live Action,Thriller/Suspense,0,113
The Descendants,2010,20000000,82624961,92882839,1,1,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,110
The Dilemma,2010,70000000,48475290,22071575,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,110
The Eagle,2010,25000000,19490041,16564665,0,0,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,114
The Expendables,2010,82000000,103068524,165199650,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,103
The Fighter,2010,11000000,93617009,35645379,1,1,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,115
The Ghost Writer,2010,45000000,15541549,49990942,0,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,129
The Green Hornet,2010,110000000,98780042,130375461,1,0,PG-13,Super Hero,Based on TV,Live Action,Action,0,118
The Help,2010,25000000,169705587,43414417,1,1,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,137
